review_text,n_votes,rating,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"4 beautiful stars!! 
 ""Why the war paint, Pix?"" 
 ""Because I can't stand the girl underneath,"" she whispered 
 ""Why the tattoos?"" Lexi asked 
 ""Because I can't bear seeing the scars of my past."" 
 Tillie Cole is a very gifted writer and this story is fascinating, heartbreaking, beautiful, funny, tender and wonderfully written. This is not exactly your typical jock-meets-Goth-girl story, it is much richer and more nuanced than that, and I really recommend you give this book a try. 
 You do not need to have read the other books in the series (I did not but I plan to read them now) to follow Lexi and Austin's story. Austin is the star player on the University of Alabama's football team, and Lexi is part of the cheerleading squad. But he is also a tattooed, former gang member struggling to break free from his past. She, too, has her own painful struggles that are handled with incredible sensitivity and care by Tillie Cole. 
 There were many times during this book that I was afraid something terrible would happen to Austin or Lexi, and I read the story with my heart pounding. Austin is a beautiful boy inside and out and showed great compassion and caring for others, all hidden beneath his tattooed, tough-guy exterior. Lexi struggles to keep it together, even as all others see is an offbeat but talented cheerleader on a very tough college squad. 
 Sweet Fall is very much about not judging a book by its cover and not expecting others to conform to your idea of of ""perfect"". Acceptance, of both yourself and of others, is the message I took from this story and I applaud the author for writing about a very difficult and painful subject. I highly recommend Sweet Fall and I can guarantee you will fall in love with Austin Carillo! 
 (*ARC provided by the author in return for an honest review.)",3,4,1,317,52.39,20.57,27.51,90.84,18.65,18.61,86.75,71.29,55.21,13.25,8.2,4.1,0.0,1.89,1.89,0.32,5.05,14.51,6.94,0.32,12.62,7.26,4.73,7.89,2.21,13.56,10.73,2.84,5.36,2.21,0.95,2.21,12.3,0.63,11.67,0.95,1.26,1.89,1.26,0.95,5.99,0.0,11.36,8.2,3.15,2.84,1.26,1.58,0.32,0.0,0.32,0.0,13.25,7.57,1.89,0.0,0.0,0.63,3.47,6.62,0.0,0.63,1.26,1.26,0.0,0.0,0.0,0.0,3.15,0.32,0.0,2.52,0.32,0.0,1.58,0.63,0.63,0.0,0.0,0.0,0.0,0.63,0.0,0.32,0.0,0.63,0.0,0.0,0.0,0.0,0.95,0.32,5.05,7.89,0.32,1.26,4.42,1.26,0.63,0.63,1.89,3.79,5.68,0.95,0.0,0.0,0.0,0.0,0.0,18.61,4.1,5.68,0.63,0.95,1.26,5.99,0
"I am a HUGE fan of Raine Miller and The Blackstone Affair series. Her writing is intelligent, sexy and emotional and Cherry Girl is no exception. Cherry Girl is a romantic story of two people who have been in love for almost their entire lives. Neil and Elaina are pulled apart by circumstance but find themselves working together at Blackstone Security. This is an intensely romantic and emotional tale, but of course with all the elements I love from Raine Miller including of course scorching hot sex scenes! 
 One of my favorite characters ever makes a brief appearance here but Cherry Girl is a standalone story and you do not need to read The Blackstone Series before you read Neil and Elaina's story (but you should!!) I absolutely loved this story and highly recommend this book for all Raine Miller fans. 
 Favorite quote: 
 ""Fate can be beautiful and this is an example of one of those times. Don't ever forget this moment...or the gift of it.""",1,4,1,167,45.75,33.29,13.24,99.0,18.56,17.37,84.43,67.07,53.29,10.78,6.59,2.4,0.0,1.8,0.6,1.2,4.19,14.97,5.99,1.8,10.78,8.98,4.19,8.98,1.8,14.97,7.19,5.39,2.4,2.4,0.0,0.0,14.97,2.99,11.98,0.6,0.6,1.8,1.2,2.99,4.79,0.6,8.98,7.78,0.0,2.99,1.8,0.0,0.0,0.0,0.0,0.0,13.17,7.19,1.8,0.0,0.0,0.0,2.99,5.99,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,1.8,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,1.2,1.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,5.39,4.79,0.0,0.6,2.4,0.6,0.0,0.6,3.59,1.8,7.78,0.6,0.6,0.0,0.6,0.0,0.0,13.17,5.99,1.2,0.0,1.8,1.2,2.99,0
"Gorgeous story! A.L. Jackson does an amazing job of describing deep emotions and she does it again in the conclusion to Aly and Jared's story. Come to Me Softly perfectly describes the fears and conflicting feelings of two young people desperately in love, but really battling for each other because of their past hurts. I really love Jared, he is strong, brave and swoon-y. I absolutely loved the way he opened up to Aly. The beginning dragged just a little for me but the story really picked up and I'm glad I stuck with it. This is a great new adult story with plant of steam. Amy Jackson writes beautifully, and this story flowed perfectly toward a very satisfying conclusion. This is an emotional love story and even though I loved the ending, I was very sad to say goodbye to Jared and Aly! 
 (ARC provided in return for an honest review.)",0,4,1,153,67.81,17.35,83.69,99.0,13.91,15.69,90.2,67.97,54.25,11.11,7.84,5.23,0.0,0.0,1.96,0.65,3.27,13.07,8.5,0.65,13.07,4.58,8.5,7.84,0.0,9.15,9.8,1.31,2.61,0.0,1.31,1.31,10.46,0.0,10.46,2.61,0.65,0.0,0.0,3.92,2.61,0.0,16.99,11.76,3.92,8.5,4.58,2.61,0.65,0.0,0.65,0.0,16.34,13.07,0.0,0.65,0.65,1.31,6.54,3.27,0.0,0.0,0.65,1.31,0.0,0.0,0.0,0.0,1.31,0.0,0.0,1.31,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,3.92,11.11,0.0,3.27,7.84,0.0,0.0,1.31,3.92,6.54,4.58,0.0,0.65,0.0,0.65,0.0,0.0,14.38,6.54,3.27,0.0,1.31,1.31,1.96,0
"Saving Poughkeepsie wraps up the story of the brothers and the whole gang in the Poughkeepsie series. 
 Poughkeepsie was truly a book that changed my life. Debra Anastasia became one of my favorite authors and she does it again with Saving Poughkeepsie. This is not a typical love story. It's gritty, hilariously funny, violent, and yes, beautiful. All the brothers are here in all their glory. 
 All of the characters are very real and very flawed and you can't help but fall in love with them, even Beckett, the brute of a man who finally finds a woman who can tame him. I loved seeing Blake and Livia, Cole and Kyle, and all of their loving and living and trials and tribulations. These characters stay with you long after you read these books and I truly will miss this wild and gorgeous group. 
 The story took a minor detour about mid-way through which was surprising but did not detract from the book for me. Once again, the author has written a fast-paced tale which not only has elements of a crime thriller, it also is a romantic story filled with lots of heart and plenty of love. The dialogue is snappy, the banter between the characters is priceless, and the scenes are very, very real. 
 I am not quite ready to say goodbye to the brothers or the rest of the characters and I actually re-read most of the first two books while reading Saving Poughkeepsie. Please read this series. The books will absolutely enrich your life. 
 (*ARC provided by the author in return for an honest review.)",9,4,1,268,60.48,37.9,23.72,97.04,16.75,14.93,85.82,69.78,57.84,10.82,6.72,2.61,0.0,1.49,0.75,1.12,4.1,18.66,10.82,1.49,10.82,7.09,6.72,8.21,1.87,11.57,6.72,6.34,2.99,2.61,0.37,0.37,10.82,1.87,8.96,0.75,0.37,0.75,1.12,2.24,4.1,0.0,7.46,6.72,0.37,3.73,2.99,0.37,0.0,0.37,0.0,0.0,14.55,6.72,1.49,0.75,0.0,0.37,2.99,6.72,1.12,0.0,0.75,1.87,0.0,0.0,0.0,0.0,2.24,0.0,0.0,2.24,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.75,0.75,0.0,0.37,0.0,0.0,5.97,5.6,0.37,0.75,4.85,0.37,0.0,0.0,2.61,3.36,5.6,1.49,0.75,0.0,0.75,0.0,0.0,13.81,5.97,4.85,0.0,0.0,0.75,2.24,0
"Vanquish was not at all what I expected and is a painfully beautiful story of the redemptive power of love and devotion. Yes, I LOVE Van, and for those of you who have read Deliver, you know that he is twisted, really f*ed up and obsessively, possessively in love with Liv. He seemed BAD through and through but I knew better! I couldn't wait to read his story because I knew there was much more to him. 
 Vanquish totally blew me away. It is really a story of two painfully lonely people who really only want to connect with another human being on the most basic of levels. But this being a Pam Godwin story, well, you get two very effed up people, tons of mind-blowing sex, and lots of danger thrown into the mix. 
 Pam Godwin's writing is pure perfection. There is no insta-connection, the emotions are real and the sexual chemistry is explosive. This book has it all. And Amber broke my heart. I am a huge Pam Godwin fan and I will devour every book she writes. Vanquish is raw, gritty, beautiful, suspenseful, sexy and painful. What more could you possibly ask for?",2,5,1,197,37.36,40.06,7.42,10.23,14.07,16.24,88.83,74.11,57.87,14.72,10.15,4.57,0.0,2.03,2.54,0.0,4.57,13.71,4.57,1.02,11.68,9.14,5.08,6.6,1.52,17.26,10.15,7.11,3.55,0.51,1.02,2.03,12.69,2.54,10.15,2.03,0.51,1.52,1.02,3.05,2.03,0.0,10.66,4.57,5.58,4.57,1.52,2.54,0.0,0.0,0.51,0.0,13.2,6.6,0.0,0.0,1.52,0.0,3.55,6.09,0.0,0.0,0.51,2.03,0.0,0.0,0.0,0.0,1.02,0.0,0.0,1.02,0.0,0.0,4.06,1.52,1.52,0.0,0.0,0.0,1.52,0.51,0.0,0.0,0.51,1.02,0.0,0.0,0.0,0.0,2.03,0.0,7.11,7.11,0.0,1.02,4.06,0.0,0.51,1.52,0.51,4.06,5.58,1.02,0.51,0.0,0.51,0.0,0.0,16.75,6.09,7.11,0.51,0.51,1.02,1.52,0
"What an adult, sexy and witty story! 
 Alice Clayton writes very realistic and humorous banter between Simon and Caroline and I laughed out loud through many parts of this book. An added plus is the incredible chemistry between these two and the sexy times are absolutely hot and very satisfying! This story is about real-life, Simon and Caroline have real-world professions and work hard just like lots of outer couples to make their passionate relationship work. Jobs, friends, family, and yes, even all-seeing Clive all intervene into their blissful existence. 
 I loved the way Simon and Caroline's relationship grows in this book. They learn more about each other and their witty banter is funny and realistic. Caroline has to make some tough decisions this book but all is done with good grace and humor. There is no over-the-top drama or contrived situations. But Simon is absolutely still gorgeous, sexy, romantic and swoon-wrothy and can still sweep Caroline off her feet. 
 I also loved all of the supporting characters, and Simon and Caroline's friends play a major role in Rusty Nailed. I can't wait to read more about them in upcoming books in this series. Rusty Nailed is everything you expect from Alice Clayton: intelligent, witty dialogue; steamy chemistry; and true love and caring not only between Simon and Caroline, but between all of their friends. I can't wait for Screwdrivered! 
 (ARC provided by the publisher in return for an honest review.)",0,4,1,241,49.89,35.32,23.33,99.0,16.07,22.41,85.48,67.63,51.04,8.71,5.39,2.07,0.0,0.41,0.41,2.49,3.32,13.69,3.73,0.41,12.45,5.81,5.81,10.79,1.66,11.2,12.45,6.22,4.15,3.32,0.83,0.0,10.79,2.9,7.88,1.24,0.83,1.24,0.41,0.83,3.73,0.0,10.79,9.96,0.83,3.32,3.32,0.0,0.0,0.0,0.0,0.0,12.45,6.22,1.24,0.41,0.0,0.41,2.9,6.22,0.0,1.24,0.41,0.0,0.0,0.0,0.0,0.0,4.98,0.41,0.41,4.15,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.83,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,6.64,8.3,0.0,0.83,6.64,0.0,0.41,0.83,1.24,2.9,5.81,1.66,1.24,0.0,1.24,0.0,0.0,17.01,4.98,4.56,0.0,1.24,1.66,4.56,0
"If you are looking for a sexy, adult, emotionally-written novel, Arrest is for you. June Gray writes a beautiful portrait of the newly-married Elsie and Henry as they struggle though the challenges of their first year of marriage. Henry is a new law enforcement officer and Elsie is a rising star at her PR firm and although they are deeply in love, not everything is all hearts and flowers. 
 I loved this very sexy and a little angst-y story of two people who are bound to each other physically and emotionally but who face tons of uphill battles both from outside forces and from their own inner insecurities and turmoil. Although reading Disarm first is not a must, it is recommended so that you can really fully experience the journey that this couple takes. 
 Ms. Gray writes some incredibly hot and very loving sex scenes and I absolutely fell in love with Henry! This is a very sexy and very beautifully-written book about married life. Enjoy! 
 (ARC supplied by the publisher via NetGalley)",1,4,1,173,42.44,60.69,5.39,87.5,19.22,17.92,87.86,66.47,56.07,10.98,6.94,1.16,0.0,1.73,0.58,2.31,4.05,15.61,6.36,1.73,10.98,6.94,6.94,10.4,1.16,10.4,8.67,5.2,5.78,1.16,0.58,4.05,9.83,1.16,8.67,0.0,0.58,1.16,0.58,2.31,4.62,0.0,10.4,6.94,2.31,4.62,2.31,1.16,1.16,0.0,0.0,0.0,14.45,6.36,0.58,0.58,0.58,0.0,1.73,8.67,1.16,0.0,1.16,0.0,0.0,0.0,0.0,0.0,2.31,0.58,0.0,1.73,0.0,0.0,4.05,0.58,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.58,0.0,0.58,0.0,0.58,0.0,0.0,0.0,1.16,4.62,6.94,1.16,1.16,2.89,2.89,0.0,0.58,1.16,1.73,8.09,0.0,0.58,0.0,0.58,0.0,0.0,11.56,4.05,2.89,0.0,1.16,0.0,3.47,0
"Vi Keeland is a favorite author of mine and I was excited to read her young adult romance written with Dylan Scott. Both sweet and sexy at the same time, Left Behind is a wonderful story of loss, strength, emotion and first love. The story is very engaging and the characters are very real. Nikki and Zack's story totally drew me in, and once I started, I read this book in one sitting. 
 Told in alternating POV's, which actually become one story, Left Behind tells the story of Nikki, who relocates to California after the death of her mother. Having lived a very lonely and sad life, she is apprehensive about starting over. But Nikki is very strong because she had to grow up at an early age. She doesn't want anyone's pity and just wants to be a normal teenager. 
 To her eyes, Zack lives an almost-perfect life, with a stable family and seemingly happy home life. But Zack has faced a terrible tragedy and is dealing with it in his own way. Angry and guilt-stricken, he is confused over his feelings for Nikki. There is a twist to this story that wasn't really a surprise, but I was literally holding my breath through most of this book, hoping against hope that nothing would come between Nikki and Zack! 
 The authors really hit a home run with Zack. He took my breath away! Zack is one incredibly sweet, romantic and sexy guy. I loved Zack and Nikki together. I also love how this book dealt with some very adult subjects in a very sensitive way. This book contained just the right mix of sexy romance and emotion. Combined with the inventive story, it is great young adult book. 
 (*ARC provided by the author in exchange for an honest review.)",5,4,1,300,68.15,36.23,26.54,72.45,15.0,16.67,88.67,66.67,52.33,10.67,7.0,3.33,0.0,0.0,3.33,0.0,3.67,14.67,7.33,1.67,13.33,6.33,6.0,7.0,1.0,13.0,8.33,2.67,3.33,1.67,0.33,1.33,9.33,0.33,9.0,1.33,0.67,1.67,2.67,2.33,2.33,0.0,11.67,7.0,3.67,6.67,2.67,2.67,0.33,0.33,1.0,0.0,12.33,5.33,0.0,0.0,0.0,0.33,3.33,6.0,0.33,0.0,2.33,1.67,0.33,0.0,0.0,0.33,3.33,0.0,0.67,2.67,0.0,0.0,3.67,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.33,0.67,1.33,0.33,0.0,0.0,0.0,0.0,0.67,0.33,3.67,11.33,0.33,1.0,8.67,0.33,0.0,0.67,3.0,4.33,5.33,1.0,0.0,0.0,0.0,0.0,0.0,15.33,6.0,5.33,0.0,0.67,1.67,1.67,0
"I loved this story! First of all, although it's not required, I recommend reading the Emi Lost & Found series before beginning Contessa, only because there are certain events that occur in those books that will make Contessa and the Choisie series more understandable. In Contessa, we have the story of Olivia, who is the adopted daughter of a wealthy New York family. 
 I really love this book. The author does an incredible job of writing about the angst that teenagers experience. Don't shy away from the Young Adult/New Adult label, this is a richly written and emotionally full story with characters that feel incredibly real. The dialogue between the parents and the Olivia, and between Olivia and Jon, feel very authentic. 
 Without a doubt, Olivia is a little prickly and tough to love as a character. But she is very talented and seems to find love with Jon, despite the tough times and the rocky road she has with her parents. Contessa is also a beautiful story about first love. 
 I also must comment on the absolutely spectacular covers of the Choisie series! Bravo, Ms. Otto! I hate to say it but I do often judge a book by its cover and each of these are more beautiful than the next. Give Lori Otto a try. She is a very gifted and talented writer and her stories are beautiful.",3,4,1,230,65.5,42.61,14.02,92.0,15.33,19.13,87.39,70.87,54.78,10.87,5.65,2.61,0.43,0.0,2.17,0.0,5.22,18.7,10.87,0.87,11.74,7.39,6.09,8.7,0.87,13.48,11.3,4.35,3.91,1.74,1.3,0.87,10.43,0.43,10.0,2.61,0.87,0.87,1.3,1.74,3.04,0.0,9.13,6.96,1.74,3.48,2.17,0.87,0.43,0.43,0.0,0.0,15.22,9.13,0.0,0.43,0.0,0.43,4.35,6.52,1.3,0.0,3.04,0.0,0.0,0.0,0.0,0.0,2.61,0.0,0.0,2.17,0.43,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,6.96,4.78,0.0,0.0,3.48,0.0,0.0,0.87,3.48,1.74,7.39,0.43,0.43,0.0,0.43,0.0,0.0,13.48,5.65,4.78,0.0,1.3,0.87,0.87,0
"4 1/2 stars!! 
 I have read all of Chelle Bliss' books and I loved Resist Me. This is the fourth installment of the Men of Inked Series - each a standalone but all really great books, you do not need to read the previous books but I recommend that you do. Isabella ""Izzy"" Gallo is front and center in Resist Me, the youngest and only girl in a family of boys. She is hilarious! I literally laughed out loud while reading this book. Bossy, loud and assertive, she has no intention of being subservient to any man, that is, of course until she meets up again with James. 
 James is, to put it mildly, a sexy-as-hell, bossy, strong, uber-Alpha hero. Izzy and James shared a hot night of passion once before, which ended with Izzy bailing in the morning. James, a close friend of one of her brothers, literally comes to the rescue in Resist Me, and won't let up until he makes Izzy all his. 
 All of Chelle's books have a warm sense of family and friends and Resist Me is no different. The story was fast-paced, the characters very well written, and the sex scenes were SCORCHING hot!! I recommend Resist Me (and the whole Men of Inked series), you won't be disappointed. 
 ""You know you want me,"" I growled, my lips a breath away from hers. ""I wrecked you for any other man. I own your ass, Izzy. I'll let you run, but you can't resist me forever."" 
 (*ARC provided by the author in return for an honest review.)",0,4,1,262,60.72,42.31,54.22,87.11,14.56,12.6,88.17,67.56,54.96,14.89,12.6,6.49,0.0,3.44,2.67,0.0,2.29,15.27,7.25,2.29,12.98,6.87,2.67,6.49,2.29,12.6,7.25,3.82,6.49,1.15,0.0,5.34,11.07,2.67,8.4,1.15,0.76,1.15,1.15,1.15,3.44,0.0,6.49,5.34,0.76,1.91,1.53,0.38,0.0,0.0,0.38,0.38,14.89,5.73,0.38,0.0,0.76,0.76,1.15,9.54,0.38,0.38,2.29,3.05,0.0,0.0,0.0,0.0,2.29,0.0,0.0,2.29,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,8.78,0.0,1.53,5.34,0.0,1.15,1.53,4.58,3.44,4.2,0.76,0.0,0.0,0.0,0.0,0.0,24.81,5.73,8.4,0.0,1.91,2.29,6.49,0
"I am a huge fan of Chelle Bliss and I always devour her latest books. Uncover Me is the latest entry in the Gallo family series (they can be read as standalones but they're all so good - don't miss out!) and tells the story of Thomas, who has been working undercover to bust a criminal MC. The problem is that he and Roxy, a dancer, are together, and he knows it will break her heart when he has to bust the MC and go back to his ""real life."" 
 Could I go back home and be the Thomas Gallo I had been in my youth? The carefree ball buster amongst my family? Or had I been forever altered and perpetually changed by this mission? 
 Thomas has been undercover so long that he is staring to mix up his old life up with his new, fake identity. As with all of this author's books, this story is filled with warmth, love, family and plenty of steamy scenes between Thomas and his sweet Angel, who has led a very, very tough life. 
 Roxy had been doomed from the beginning; this had been her destiny before she'd been able to dream. Her mother was absent in her life, preferring to open her legs rather than care for her only child. For what she'd lived through, having been raised by babysitters and the men of the MC, Roxy had turned out relatively well. 
 Uncover Me has lots of action and it is almost a crime thriller because Thomas is an undercover DEA agent. All of the Gallos make an appearance here and I loved seeing them all again. Most of all, I loved the tension and the uncertainty between Thomas and Roxy and seeing how their relationship would play out. 
 What would she do without me? Roxy was my true north in this fucked-up life. 
 All in all, a great addition to the Gallo family series and the gorgeous brothers (and sister!) And don't miss Throttle Me if you haven't read it yet, it's a fantastic start to this series. 
 Favorite quote: 
 ""Babe, all relationships are complicated. They're fucked up and glorious. Life without complication is boring as hell.""",0,4,1,365,32.72,54.76,18.35,71.8,16.59,12.88,87.67,70.68,58.63,14.79,10.96,3.84,0.0,0.27,4.93,1.37,3.84,15.62,6.58,0.0,12.6,12.88,4.66,8.49,0.82,18.36,6.3,4.93,2.47,1.64,0.55,0.27,10.41,2.74,7.67,1.37,1.37,1.64,1.37,0.27,2.19,0.0,6.85,4.93,1.64,2.47,2.19,0.27,0.0,0.0,0.0,0.82,14.52,2.47,0.27,0.0,0.0,0.55,0.82,9.86,0.82,0.0,3.29,2.74,0.0,0.0,0.0,0.0,2.47,0.55,0.27,1.1,0.0,0.55,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.0,0.0,0.27,0.55,0.27,0.0,0.0,0.0,7.67,9.32,0.0,1.37,6.85,0.82,0.0,0.55,4.11,6.3,6.03,1.1,0.0,0.0,0.0,0.0,0.0,16.44,4.38,4.66,1.1,0.55,2.47,3.29,0
"4.5 stars!!! Too Much is a sexy, adult, EROTIC novel with some BDSM elements and lots and lots of thrilling, mind-blowing sex scenes! Lea Griffith is a new author for me and this lady can WRITE! Too Much jumps right into the action as Daly (love the name) boldly visits Jeremiah's BDSM club after leaving him 3 years earlier. She is delivering a cryptic message from his brother, the District Attorney for Atlanta, and is extremely cautious and a little fearful about seeing the very man that she walked away from years before. They both loved each other deeply and were both torn apart when she left. 
 Jeremiah is a HOT Dom who has only ever loved one sub, Daly. He is determined not to let her go again and Daly is pretty much powerless to resist him. This is not a typical D/s story in that the excellent writing and creative storyline elevates this above many books in this genre. The author does not skimp on the sexy times and Daly and Jeremiah's scenes together are SCORCHING HOT. Their blazing chemistry is actually built on real emotion and I truly felt a connection between these characters. Although some of the writing was a tad repetitive in the beginning, Jeremiah absolutely stole my heart: 
 ""Rules are naught between us. You have my everything because you will give me yours."" 
 There is a mystery in this story which brings back some of the old mistrust that caused Daly to leave Jeremiah before. I loved the supporting characters in Too Much (hello, Toby and Ruthie!) and also was intrigued by the lady cop, Savannah. I think she might be trouble and hope she gets her own story! 
 But the heart of this story is the absolutely blazing chemistry between Jeremiah and Daly. Although he is a Dom, he shows his tender and loving side with Daly and there a few ""vanilla"" scenes mixed in with the BDSM scenes. 
 ""Everything,"" She whispered when he raised his head. ""Always"", he affirmed. 
 All in all, I really loved this very adult, thrilling story and look forward to reading more from Lea Griffith. 
 (*ARC courtesy of Random House Publishing Group-Loveswept via NetGalley in exchange for an honest review*)",1,5,1,373,53.88,71.1,18.29,57.98,16.22,19.3,84.99,65.95,54.42,12.6,8.85,2.14,0.27,0.8,4.83,0.54,3.75,17.16,7.24,0.54,10.99,6.43,5.9,7.77,0.8,12.06,7.24,6.17,3.49,1.61,0.54,1.34,9.65,1.61,8.04,1.07,0.54,0.54,1.34,1.88,2.41,0.0,7.51,4.83,2.41,3.49,2.68,0.54,0.27,0.0,0.0,0.0,15.82,6.43,0.54,1.07,0.0,0.27,2.95,9.65,0.8,0.0,2.68,3.22,0.0,0.0,0.0,0.0,1.61,0.54,0.27,0.8,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,1.88,0.27,0.0,0.0,0.27,0.8,0.0,0.0,0.0,0.0,0.54,0.8,2.95,10.99,0.8,2.14,6.43,0.54,0.27,1.34,4.29,2.95,5.63,0.8,0.54,0.0,0.54,0.0,0.0,16.35,4.83,3.75,0.0,1.88,0.54,5.36,0
"Each relationship was its own mess full of faults and flaws, fighting every damn day to be worthy. 
 What a perfectly dark ending to one of my favorite dark romance series! I read for escape and Monsters in the Dark offers just that. Pepper Winters has created a dark, sexy and highly erotic series with two unforgettable characters. Tess and Q are both damaged, flawed and perfectly matched for each other. I adore this series and read this intense story almost in one sitting. 
 Q was born into darkness, but he'd never baptized me in his blackest desires. And because of that, I could implicitly say he spoke the truth. No matter what he did to me, he would never truly harm me. 
 Told in dual POV's, this book is very, very dark and offers some BDSM along with the highly unusual relationship between Tess and Q. Having settled into married life, Q is hiding something from Tess that he fears will break them apart. But Tess is strong, brave and absolutely devoted to Q. She will let nothing and no one come between them! 
 We come alive when we're together with no cages or locks between us. 
 Q is fascinating and irresistible. I love him!! JE SUIS A TOI is a very graphic story but it is truly Pepper Winters at her best. I'm very sad to see this series end but looking forward to what is next from this author! 
 Favorite quote: 
 ""I loved her. 
 I adored her. 
 I didn't want to hurt her. 
 Lies. 
 I did want to hurt her. 
 And she wanted me to. 
 That was ultimate freedom.""",10,4,1,272,18.66,29.85,9.92,60.67,10.88,15.44,87.13,70.59,56.25,18.01,12.13,5.15,1.1,0.0,5.15,0.74,5.88,13.6,2.57,1.1,11.03,8.82,5.15,7.35,2.57,15.81,5.88,4.41,5.51,2.94,1.47,1.1,11.4,2.94,8.46,0.0,0.37,2.21,1.1,1.84,2.94,0.0,9.19,5.51,2.94,3.31,1.47,1.47,0.37,0.0,0.37,0.37,13.24,4.78,0.0,0.0,0.37,0.74,1.84,8.09,0.37,0.0,2.57,2.57,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.37,0.0,0.37,2.94,0.37,0.0,0.0,0.0,0.0,1.1,0.74,0.0,0.0,1.47,0.0,0.0,0.37,0.0,0.0,1.1,1.1,3.31,11.03,0.74,1.1,5.51,3.68,0.0,0.74,3.68,5.51,4.04,0.74,0.37,0.0,0.37,0.0,0.0,16.18,7.72,3.68,0.0,1.84,1.84,1.1,0
"4.5 stars!! Hot and sweet and funny. This was my first book by Cardeno C. and I absolutely loved it! 
 This story is told in the very clever way of Chase/Charlie looking back over time and telling his story through the format of looking through a photo album of his life. I adored this. The story itself is a beautifully-written mix of humor, pain, steam and sweetness. I can't wait to read more from this author. 
 Charlie/Chase has always been true to himself, which has not been easy for other men in his life. I loved his honesty! Although the book is told from three different POV's, it is really Charlie who is the main character in this story. Scott is his first love and their story is hot, sweet and heartbreaking. Scott moves away abruptly but remains the love of Charlie's life. Years later, Charlie meets Adan and thinks that maybe he could love again. The way these three eventually come together is both surprising and totally hot. The character development is fantastic and the writing, to me, almost flawless. I love reading how these three souls ultimately find a way to create a life that's right for them. 
 If you are in any kind of book slump, read this book. It's a page-turner and completely addictive.",0,4,1,220,41.06,32.4,28.56,95.53,11.58,16.36,89.09,71.36,55.91,15.0,8.18,3.18,0.0,0.45,3.18,0.91,6.82,18.18,6.36,2.73,10.45,8.64,5.45,6.36,0.91,16.82,8.18,3.64,0.91,0.45,0.45,0.0,10.45,0.45,10.0,1.36,0.45,0.91,2.73,1.82,3.64,0.0,8.18,6.82,0.91,5.45,4.09,0.91,0.0,0.0,0.45,0.0,15.45,7.73,0.0,0.0,0.0,0.45,4.09,5.91,0.0,0.0,0.0,3.64,0.0,0.0,0.0,0.0,2.27,0.0,0.0,1.82,0.0,0.45,2.27,0.91,0.45,0.0,0.45,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.45,0.45,6.82,12.27,0.45,1.82,5.45,1.36,0.0,1.82,3.64,3.64,7.73,0.45,0.45,0.0,0.45,0.0,0.0,17.73,7.73,4.09,0.0,1.82,2.27,1.82,0
